station_code,ogd_name,osm_name,osm_id,match_method,match_confidence,match_status,lat,lon,wikidata
RKB,Raika Bagh P,,,none,NONE,UNMATCHED,,,
SBLT,Shri Bhadriy,,,none,NONE,UNMATCHED,,,
AQG,Ashapura Gom,,,none,NONE,UNMATCHED,,,
KLYT,Kolayat,,,none,NONE,UNMATCHED,,,
DSO,Deshnoke,,,none,NONE,UNMATCHED,,,
MDW,Marwar Mundw,,,none,NONE,UNMATCHED,,,
GCH,Gachhipura,,,none,NONE,UNMATCHED,,,
SBR,Sambhar Lake,,,none,NONE,UNMATCHED,,,
BLM,Balamau Jn.,,,none,NONE,UNMATCHED,,,
HAPA,Hapa,,,none,NONE,UNMATCHED,,,
JAM,Jamnagar,,,none,NONE,UNMATCHED,,,
RANI,Rani,Perani,node/5276187592,fuzzy_name,MEDIUM,MATCHED,12.1028764,79.5522437,Q63355683
JWB,Jawai Bandh,,,none,NONE,UNMATCHED,,,
AKV,Ankleshwar J,,,none,NONE,UNMATCHED,,,
SPZ,Sampla,,,none,NONE,UNMATCHED,,,
TAPA,Tapa,,,none,NONE,UNMATCHED,,,
PUL,Rampura Phul,,,none,NONE,UNMATCHED,,,
JBN,Jogbani,,,none,NONE,UNMATCHED,,,
FBG,Forbesganj J,,,none,NONE,UNMATCHED,,,
ARQ,Arariya Cour,,,none,NONE,UNMATCHED,,,
PRNA,Purnea Jn.,,,none,NONE,UNMATCHED,,,
SMR,Samdari,,,none,NONE,UNMATCHED,,,
MKSR,Mokalsar,,,none,NONE,UNMATCHED,,,
JOR,Jalor,,,none,NONE,UNMATCHED,,,
MON,Modran,,,none,NONE,UNMATCHED,,,
MBNL,Marwar Bhinm,,,none,NONE,UNMATCHED,,,
RNV,Raniwara,,,none,NONE,UNMATCHED,,,
DQN,Dhanera,,,none,NONE,UNMATCHED,,,
BLDI,Bhildi Jn,,,none,NONE,UNMATCHED,,,
DDR,Dadar,,,none,NONE,UNMATCHED,,,
MINJ,Maikalganj,,,none,NONE,UNMATCHED,,,
DOA,Doraha,,,none,NONE,UNMATCHED,,,
WKI,Wadakancheri,,,none,NONE,UNMATCHED,,,
IJK,Irinjalakuda,,,none,NONE,UNMATCHED,,,
CKI,Chalakudi,,,none,NONE,UNMATCHED,,,
AFK,Angamali (Fo,,,none,NONE,UNMATCHED,,,
AMPA,Ambalapuzha,,,none,NONE,UNMATCHED,,,
HAD,Haripad,,,none,NONE,UNMATCHED,,,
TVP,Trivandram P,,,none,NONE,UNMATCHED,,,
NDAE,Nabadwip Dha,,,none,NONE,UNMATCHED,,,
KWAE,Katwa Jn.,,,none,NONE,UNMATCHED,,,
AZ,Azimganj Jn.,,,none,NONE,UNMATCHED,,,
ROA,Rusera Ghat,,,none,NONE,UNMATCHED,,,
JID,Jagi Road,,,none,NONE,UNMATCHED,,,
RMR,Ramnagar,,,none,NONE,UNMATCHED,,,
KPV,Kashipur Jn,,,none,NONE,UNMATCHED,,,
PLS,Pipalsana,,,none,NONE,UNMATCHED,,,
KID,Khairar Jn.,,,none,NONE,UNMATCHED,,,
USL,Usalapur,,,none,NONE,UNMATCHED,,,
CAA,Chakia,,,none,NONE,UNMATCHED,,,
CAI,Chanpatia,,,none,NONE,UNMATCHED,,,
HIR,Harinagar,,,none,NONE,UNMATCHED,,,
SBZ,Siswa Bazar,,,none,NONE,UNMATCHED,,,
BER,Beawar,,,none,NONE,UNMATCHED,,,
NNO,Nangloi,,,none,NONE,UNMATCHED,,,
MTR,Motipur,,,none,NONE,UNMATCHED,,,
MAI,Mehsi,,,none,NONE,UNMATCHED,,,
JYG,Jaynagar,,,none,NONE,UNMATCHED,,,
MBI,Madhubani,,,none,NONE,UNMATCHED,,,
SKI,Sakri Jn.,,,none,NONE,UNMATCHED,,,
JI,Jhusi,,,none,NONE,UNMATCHED,,,
HYT,Haiaghat,,,none,NONE,UNMATCHED,,,
KGI,Kengeri,,,none,NONE,UNMATCHED,,,
MYA,Mandya,,,none,NONE,UNMATCHED,,,
PTB,Pattambi,,,none,NONE,UNMATCHED,,,
KTU,Kuttippuram,,,none,NONE,UNMATCHED,,,
TA,Tanur,,,none,NONE,UNMATCHED,,,
PGI,Parpanangadi,,,none,NONE,UNMATCHED,,,
FK,Ferok,,,none,NONE,UNMATCHED,,,
QLD,Quilandi,,,none,NONE,UNMATCHED,,,
MAHE,Mahe,Mahendravadi,node/5275671389,fuzzy_name,MEDIUM,MATCHED,13.0221211,79.517448,Q63355530
PAZ,Payangadi,,,none,NONE,UNMATCHED,,,
CHV,Chervattur,Attur,node/5349010077,fuzzy_name,MEDIUM,MATCHED,11.595226,78.5935039,Q63371891
MAQ,Mangalore Ce,,,none,NONE,UNMATCHED,,,
MJS,Manjeshwar,,,none,NONE,UNMATCHED,,,
NYP,Nayudupeta,,,none,NONE,UNMATCHED,,,
BTTR,Bitragunta,,,none,NONE,UNMATCHED,,,
NLE,Nileshwar,,,none,NONE,UNMATCHED,,,
CNO,Canacona,,,none,NONE,UNMATCHED,,,
BKJ,Barkur,,,none,NONE,UNMATCHED,,,
TRTR,Tripunittura,,,none,NONE,UNMATCHED,,,
VARD,Vaikam Road,,,none,NONE,UNMATCHED,,,
SDN,Sholavandan,,,none,NONE,UNMATCHED,,,
VLY,Valliyur,,,none,NONE,UNMATCHED,,,
NCJ,Nagercoil Jn,,,none,NONE,UNMATCHED,,,
CAPE,Kanniyakumar,,,none,NONE,UNMATCHED,,,
ABI,Ambaturai,,,none,NONE,UNMATCHED,,,
UDN,Udhna Jn.,,,none,NONE,UNMATCHED,,,
VYA,Vyara,,,none,NONE,UNMATCHED,,,
DDE,Dondaicha,,,none,NONE,UNMATCHED,,,
TTL,Tiruttangal,,,none,NONE,UNMATCHED,,,
SVKS,Sivakasi,,,none,NONE,UNMATCHED,,,
SVPR,Srivilliputt,,,none,NONE,UNMATCHED,,,
RJPM,Rajapalayam,,,none,NONE,UNMATCHED,,,
SNKL,Sankarankovi,,,none,NONE,UNMATCHED,,,
PBKS,Pambakovil S,,,none,NONE,UNMATCHED,,,
KDNL,Kadayanallur,,,none,NONE,UNMATCHED,,,
TSI,Tenkasi,,,none,NONE,UNMATCHED,,,
SCT,Sengottai Jn,,,none,NONE,UNMATCHED,,,
CBF,Coimbatore N,,,none,NONE,UNMATCHED,,,
MTP,Mettupalaiya,,,none,NONE,UNMATCHED,,,
TMQ,Tirumangalam,,,none,NONE,UNMATCHED,,,
KDU,Kadambur,Ambur,node/5300488135,fuzzy_name,MEDIUM,MATCHED,12.784066,78.7217855,Q16868946
TME,Tutimelur,,,none,NONE,UNMATCHED,,,
KZK,Kazhakuttam,,,none,NONE,UNMATCHED,,,
RMNP,Ramannapet,,,none,NONE,UNMATCHED,,,
GNP,Ghanpur,,,none,NONE,UNMATCHED,,,
ALER,Aler,,,none,NONE,UNMATCHED,,,
BG,Bhongir,,,none,NONE,UNMATCHED,,,
VDE,Vedayapalem,,,none,NONE,UNMATCHED,,,
KDM,Kesamudram,,,none,NONE,UNMATCHED,,,
APT,Anaparti,,,none,NONE,UNMATCHED,,,
NZD,Nuzvid,,,none,NONE,UNMATCHED,,,
BUX,Bhandak,,,none,NONE,UNMATCHED,,,
YLM,Elamanchili,,,none,NONE,UNMATCHED,,,
NRP,Narsipatnam,,,none,NONE,UNMATCHED,,,
PAP,Pithapuram,,,none,NONE,UNMATCHED,,,
PAK,Pakala Jn.,,,none,NONE,UNMATCHED,,,
PIL,Pileru,,,none,NONE,UNMATCHED,,,
KCI,Kalikiri,,,none,NONE,UNMATCHED,,,
MPL,Madana Palle,,,none,NONE,UNMATCHED,,,
MCU,Mulacala Che,,,none,NONE,UNMATCHED,,,
KRY,Kadiri,,,none,NONE,UNMATCHED,,,
MGB,Mudigubba,,,none,NONE,UNMATCHED,,,
CTYL,Chityala,,,none,NONE,UNMATCHED,,,
BN,Bibinagar,,,none,NONE,UNMATCHED,,,
DWP,Dwarapudi,,,none,NONE,UNMATCHED,,,
KVR,Kovvur,,,none,NONE,UNMATCHED,,,
NKD,Nekonda,,,none,NONE,UNMATCHED,,,
VSG,Vasco-Da-Gam,,,none,NONE,UNMATCHED,,,
NRDP,Nagireddipal,,,none,NONE,UNMATCHED,,,
MTM,Machilipatna,,,none,NONE,UNMATCHED,,,
CLU,Chilakalpudi,,,none,NONE,UNMATCHED,,,
PAV,Pedana,,,none,NONE,UNMATCHED,,,
VMD,Vadlamannadu,,,none,NONE,UNMATCHED,,,
KVM,Kavutaram,,,none,NONE,UNMATCHED,,,
GVL,Gudlavalleru,,,none,NONE,UNMATCHED,,,
NUJ,Nujella,,,none,NONE,UNMATCHED,,,
KI,Kondapalli,,,none,NONE,UNMATCHED,,,
OEA,Odela,,,none,NONE,UNMATCHED,,,
RVKH,Ravindrakhan,,,none,NONE,UNMATCHED,,,
SRNR,Sri Ramnagar,,,none,NONE,UNMATCHED,,,
MAGH,Manikgarh Jn,,,none,NONE,UNMATCHED,,,
BTBR,Buti Bori Jn,,,none,NONE,UNMATCHED,,,
UR,Umdanagar,,,none,NONE,UNMATCHED,,,
WPR,Wanparti Roa,,,none,NONE,UNMATCHED,,,
OBVP,Obulavaripal,,,none,NONE,UNMATCHED,,,
CNI,Chandil Jn.,,,none,NONE,UNMATCHED,,,
PRP,Paharpur,,,none,NONE,UNMATCHED,,,
PVPT,Parvatipuram,,,none,NONE,UNMATCHED,,,
SPRD,Singapur Roa,,,none,NONE,UNMATCHED,,,
THV,Therubali,,,none,NONE,UNMATCHED,,,
AMB,Ambodala,,,none,NONE,UNMATCHED,,,
NRLR,Norla  Road,,,none,NONE,UNMATCHED,,,
RPRD,Rupra Road,,,none,NONE,UNMATCHED,,,
HSK,Hari Shankar,,,none,NONE,UNMATCHED,,,
BGBR,Bagbahra,,,none,NONE,UNMATCHED,,,
CKU,Chakulia,,,none,NONE,UNMATCHED,,,
RHE,Rakha Mines,,,none,NONE,UNMATCHED,,,
VAA,Bhaga Jn,,,none,NONE,UNMATCHED,,,
DNM,Dhanmandal,,,none,NONE,UNMATCHED,,,
JPH,Jhantipahari,,,none,NONE,UNMATCHED,,,
ANR,Anara,,,none,NONE,UNMATCHED,,,
SBPY,Sambalpur Ci,,,none,NONE,UNMATCHED,,,
TLHD,Talcher Road,,,none,NONE,UNMATCHED,,,
BIY,Bardoli,,,none,NONE,UNMATCHED,,,
MID,Madhi,,,none,NONE,UNMATCHED,,,
NWU,Navapur,,,none,NONE,UNMATCHED,,,
SNK,Sindkheda,,,none,NONE,UNMATCHED,,,
DXG,Dharangaon,,,none,NONE,UNMATCHED,,,
BPHB,Bhilai Power,,,none,NONE,UNMATCHED,,,
BPH,Belpahar,,,none,NONE,UNMATCHED,,,
BMB,Bamra,,,none,NONE,UNMATCHED,,,
GP,Rajgangpur,,,none,NONE,UNMATCHED,,,
MCA,Mecheda,,,none,NONE,UNMATCHED,,,
NRG,Nergundi Jn.,,,none,NONE,UNMATCHED,,,
MCS,Mancheswar,,,none,NONE,UNMATCHED,,,
KASR,Kanas Road,,,none,NONE,UNMATCHED,,,
DEG,Delang,,,none,NONE,UNMATCHED,,,
SIL,Sakhigopal,,,none,NONE,UNMATCHED,,,
NWP,Naupada Jn.,,,none,NONE,UNMATCHED,,,
CPP,Chipurupalle,,,none,NONE,UNMATCHED,,,
KAPG,Kalupara Gha,,,none,NONE,UNMATCHED,,,
KIT,Khallikot,,,none,NONE,UNMATCHED,,,
KATI,Kanthi Fs,,,none,NONE,UNMATCHED,,,
DGHA,Digha Fs,,,none,NONE,UNMATCHED,,,
AJU,Arjuni,,,none,NONE,UNMATCHED,,,
KGB,Kargi Road,,,none,NONE,UNMATCHED,,,
BIG,Belgahna,,,none,NONE,UNMATCHED,,,
AAL,Amlai,,,none,NONE,UNMATCHED,,,
BYL,Belha,,,none,NONE,UNMATCHED,,,
SLH,Silyari,,,none,NONE,UNMATCHED,,,
ULB,Ulubaria,,,none,NONE,UNMATCHED,,,
RMRB,Ramnagar (Be,,,none,NONE,UNMATCHED,,,
BBM,Barabhum,,,none,NONE,UNMATCHED,,,
GUD,Galudih,,,none,NONE,UNMATCHED,,,
SWR,Sonua,,,none,NONE,UNMATCHED,,,
GOL,Goilkera,,,none,NONE,UNMATCHED,,,
MOU,Manoharpur,,,none,NONE,UNMATCHED,,,
BNDM,Bondamunda J,,,none,NONE,UNMATCHED,,,
GPH,Garpos,,,none,NONE,UNMATCHED,,,
BEH,Bagdihi,,,none,NONE,UNMATCHED,,,
RGL,Rengali,,,none,NONE,UNMATCHED,,,
HKG,Hirakund,,,none,NONE,UNMATCHED,,,
BRPL,Barpali,,,none,NONE,UNMATCHED,,,
LSX,Loisingha,,,none,NONE,UNMATCHED,,,
SFC,Saintala,,,none,NONE,UNMATCHED,,,
RMT,Ramgarh Cant,,,none,NONE,UNMATCHED,,,
RBGJ,Robertsganj,,,none,NONE,UNMATCHED,,,
GNG,Gauriganj,,,none,NONE,UNMATCHED,,,
MXK,Mandrak,,,none,NONE,UNMATCHED,,,
JPL,Japla,,,none,NONE,UNMATCHED,,,
NBG,Nabinagar Ro,,,none,NONE,UNMATCHED,,,
CJN,Chhatna,,,none,NONE,UNMATCHED,,,
SNTD,Santaldih,,,none,NONE,UNMATCHED,,,
BGY,Bangriposi,,,none,NONE,UNMATCHED,,,
BPO,Baripada Ph,,,none,NONE,UNMATCHED,,,
KCV,Krishna Chan,,,none,NONE,UNMATCHED,,,
BTQ,Betnoti Ph,,,none,NONE,UNMATCHED,,,
JOL,Jogal,,,none,NONE,UNMATCHED,,,
JRG,Jugpura Ph,,,none,NONE,UNMATCHED,,,
TKH,Thakurtola P,,,none,NONE,UNMATCHED,,,
MKO,Markona,,,none,NONE,UNMATCHED,,,
NQR,Naraj Marath,,,none,NONE,UNMATCHED,,,
MRDL,Meramandoli,,,none,NONE,UNMATCHED,,,
BONA,Boinda,,,none,NONE,UNMATCHED,,,
RAIR,Rairakhol,,,none,NONE,UNMATCHED,,,
PLG,Palghar,,,none,NONE,UNMATCHED,,,
MUT,Meerut Cant,,,none,NONE,UNMATCHED,,,
PBR,Porbandar,,,none,NONE,UNMATCHED,,,
LPJ,Lalpur Jam,,,none,NONE,UNMATCHED,,,
UJA,Unjha,,,none,NONE,UNMATCHED,,,
BLA,Bajalta,,,none,NONE,UNMATCHED,,,
SGRR,Sangar,,,none,NONE,UNMATCHED,,,
MNWL,Manwal,,,none,NONE,UNMATCHED,,,
CRWL,Chakrakwala,,,none,NONE,UNMATCHED,,,
ADH,Andheri,,,none,NONE,UNMATCHED,,,
BIM,Bilimora Jn.,,,none,NONE,UNMATCHED,,,
AML,Amalsad,,,none,NONE,UNMATCHED,,,
MRL,Maroli,,,none,NONE,UNMATCHED,,,
SCH,Sachin,,,none,NONE,UNMATCHED,,,
VS,Vishwamitri,,,none,NONE,UNMATCHED,,,
KIM,Kim,,,none,NONE,UNMATCHED,,,
KSB,Kosamba Jn.,,,none,NONE,UNMATCHED,,,
PLJ,Palej,,,none,NONE,UNMATCHED,,,
MYG,Miyagam Karj,,,none,NONE,UNMATCHED,,,
SMLA,Samlaya Jn.,,,none,NONE,UNMATCHED,,,
PPD,Pipolod,,,none,NONE,UNMATCHED,,,
LMK,Limkhera,,,none,NONE,UNMATCHED,,,
VR,Virar,Virarakkiyam,node/6024193345,fuzzy_name,MEDIUM,MATCHED,10.9389074,78.1661261,Q63357272
BVC,Bhavnagar Te,,,none,NONE,UNMATCHED,,,
SGD,Songadh,,,none,NONE,UNMATCHED,,,
DLJ,Dhola Jn,,,none,NONE,UNMATCHED,,,
BTD,Botad,,,none,NONE,UNMATCHED,,,
JVN,Joravarnagar,,,none,NONE,UNMATCHED,,,
MHV,Mahuva,,,none,NONE,UNMATCHED,,,
RLA,Rajula Road,,,none,NONE,UNMATCHED,,,
SVKD,Savar Kundla,,,none,NONE,UNMATCHED,,,
LMO,Liliya Mota,,,none,NONE,UNMATCHED,,,
DAS,Dhasa,,,none,NONE,UNMATCHED,,,
LM,Limdi,,,none,NONE,UNMATCHED,,,
WC,Wadhwan City,,,none,NONE,UNMATCHED,,,
WSJ,Wansjaliya J,,,none,NONE,UNMATCHED,,,
JDH,Jam Jodhpur,,,none,NONE,UNMATCHED,,,
UA,Upleta,,,none,NONE,UNMATCHED,,,
DISA,Disa,,,none,NONE,UNMATCHED,,,
DEOR,Diyodar,,,none,NONE,UNMATCHED,,,
RDHP,Radhanpur,,,none,NONE,UNMATCHED,,,
SNLR,Santalpur,,,none,NONE,UNMATCHED,,,
AAR,Adesar,,,none,NONE,UNMATCHED,,,
THDR,Thandla Road,,,none,NONE,UNMATCHED,,,
BMI,Bamnia,,,none,NONE,UNMATCHED,,,
SRGT,Surendranaga,,,none,NONE,UNMATCHED,,,
RUR,Ranpur,,,none,NONE,UNMATCHED,,,
SOJN,Sihor Jn(Guj,,,none,NONE,UNMATCHED,,,
BVP,Bhavnagar Pa,,,none,NONE,UNMATCHED,,,
AEL,Ateli,,,none,NONE,UNMATCHED,,,
SMPR,Shri Madhopu,,,none,NONE,UNMATCHED,,,
RNW,Renwal,,,none,NONE,UNMATCHED,,,
CHP,Chappi,,,none,NONE,UNMATCHED,,,
SOH,Sirohi Road,,,none,NONE,UNMATCHED,,,
SOD,Sojat Road,,,none,NONE,UNMATCHED,,,
FAN,Fateh Nagar,,,none,NONE,UNMATCHED,,,
MDL,Mandal,,,none,NONE,UNMATCHED,,,
GBP,Gulabpura,,,none,NONE,UNMATCHED,,,
JAO,Joara,,,none,NONE,UNMATCHED,,,
NBH,Nimbahera,,,none,NONE,UNMATCHED,,,
BSE,Badshahpur,,,none,NONE,UNMATCHED,,,
BCN,Bachhrawn,,,none,NONE,UNMATCHED,,,
ROZA,Roza Jn,,,none,NONE,UNMATCHED,,,
VDS,Vidyasagar,,,none,NONE,UNMATCHED,,,
GHR,Gidhaur,,,none,NONE,UNMATCHED,,,
MKB,Mankatha,,,none,NONE,UNMATCHED,,,
DMRX,Dumari Halt,,,none,NONE,UNMATCHED,,,
MOR,Mor,,,none,NONE,UNMATCHED,,,
PHK,Punarakh,,,none,NONE,UNMATCHED,,,
ATL,Athmal Gola,,,none,NONE,UNMATCHED,,,
GZH,Gulzarbagh,,,none,NONE,UNMATCHED,,,
NEO,Neora,,,none,NONE,UNMATCHED,,,
SDE,Sadisopur,,,none,NONE,UNMATCHED,,,
KWR,Koelwar,,,none,NONE,UNMATCHED,,,
KUA,Kulharia,,,none,NONE,UNMATCHED,,,
BYN,Banahi,,,none,NONE,UNMATCHED,,,
BRE,Bharwari,,,none,NONE,UNMATCHED,,,
KGA,Khaga,,,none,NONE,UNMATCHED,,,
BKO,Bindki Road,,,none,NONE,UNMATCHED,,,
ULD,Achalda,,,none,NONE,UNMATCHED,,,
JGR,Jaswantnagar,,,none,NONE,UNMATCHED,,,
BDN,Bhadan,,,none,NONE,UNMATCHED,,,
AST,Asaoti,,,none,NONE,UNMATCHED,,,
FDN,Faridabad Ne,,,none,NONE,UNMATCHED,,,
JNA,Julana,,,none,NONE,UNMATCHED,,,
UCA,Uchana,,,none,NONE,UNMATCHED,,,
DSB,Sadar Bazar,,,none,NONE,UNMATCHED,,,
SRP,Shrirampur,,,none,NONE,UNMATCHED,,,
CGR,Chandan Naga,,,none,NONE,UNMATCHED,,,
PSB,Parsabad,,,none,NONE,UNMATCHED,,,
TKN,Tankuppa,,,none,NONE,UNMATCHED,,,
JHN,Jakhim,,,none,NONE,UNMATCHED,,,
PES,Phesar,,,none,NONE,UNMATCHED,,,
SEB,Son Nagar Jn,,,none,NONE,UNMATCHED,,,
DGO,Durgauti,,,none,NONE,UNMATCHED,,,
KMS,Karamnasa,,,none,NONE,UNMATCHED,,,
SYJ,Saidraja,,,none,NONE,UNMATCHED,,,
BTP,Babatpur,,,none,NONE,UNMATCHED,,,
KSF,Khalispur,,,none,NONE,UNMATCHED,,,
JLL,Jalalganj,,,none,NONE,UNMATCHED,,,
BWI,Bilwai,,,none,NONE,UNMATCHED,,,
GGJ,Goshainganj,,,none,NONE,UNMATCHED,,,
ACND,Acharya Nare,,,none,NONE,UNMATCHED,,,
SLW,Sohwal,,,none,NONE,UNMATCHED,,,
DYD,Daryabad,,,none,NONE,UNMATCHED,,,
SGJ,Safdarganj,,,none,NONE,UNMATCHED,,,
AJI,Anji Shahaba,,,none,NONE,UNMATCHED,,,
TLH,Tilhar,,,none,NONE,UNMATCHED,,,
PMR,Pitambarpur,,,none,NONE,UNMATCHED,,,
NRS,Nagaria Sada,,,none,NONE,UNMATCHED,,,
RWL,Raiwala Jn.,,,none,NONE,UNMATCHED,,,
DWO,Doiwala,,,none,NONE,UNMATCHED,,,
KS,Kheta Sarai,,,none,NONE,UNMATCHED,,,
BDH,Bhedia,,,none,NONE,UNMATCHED,,,
MLV,Mallarpur,,,none,NONE,UNMATCHED,,,
NHT,Nalhati Jn.,,,none,NONE,UNMATCHED,,,
MRR,Murarai,,,none,NONE,UNMATCHED,,,
RJG,Rajgram,,,none,NONE,UNMATCHED,,,
TDLE,Tildanga,,,none,NONE,UNMATCHED,,,
SHE,Seoraphuli J,,,none,NONE,UNMATCHED,,,
MGAE,Morgram,,,none,NONE,UNMATCHED,,,
SDI,Sagardighi,,,none,NONE,UNMATCHED,,,
DKGS,Simaria,,,none,NONE,UNMATCHED,,,
BCA,Bachwara Jn.,,,none,NONE,UNMATCHED,,,
NAZJ,Nazirganj,,,none,NONE,UNMATCHED,,,
UJP,Ujiarpur,,,none,NONE,UNMATCHED,,,
KPGM,Karpoorigram,,,none,NONE,UNMATCHED,,,
GRL,Goraul,,,none,NONE,UNMATCHED,,,
NYO,Nayagaon,,,none,NONE,UNMATCHED,,,
DDP,Daudpur,,,none,NONE,UNMATCHED,,,
EKMA,Ekma,,,none,NONE,UNMATCHED,,,
CW,Chainwa,,,none,NONE,UNMATCHED,,,
ZRDE,Jiradei,,,none,NONE,UNMATCHED,,,
HLDD,Haldi Road,,,none,NONE,UNMATCHED,,,
RNPR,Rupnarayanpu,,,none,NONE,UNMATCHED,,,
TGA,Teghra,,,none,NONE,UNMATCHED,,,
DUBH,Dubaha,,,none,NONE,UNMATCHED,,,
SIHO,Siho,,,none,NONE,UNMATCHED,,,
SLT,Silaut,,,none,NONE,UNMATCHED,,,
NRPA,Narayanpur A,,,none,NONE,UNMATCHED,,,
RGH,Ramgarhwa F,,,none,NONE,UNMATCHED,,,
STJT,Sathajagat,,,none,NONE,UNMATCHED,,,
BHW,Barharwa Jn.,,,none,NONE,UNMATCHED,,,
TPH,Tinpahar Jn.,,,none,NONE,UNMATCHED,,,
SBG,Sahibganj,,,none,NONE,UNMATCHED,,,
PPT,Pirpainti,,,none,NONE,UNMATCHED,,,
CLG,Kahalgaon,,,none,NONE,UNMATCHED,,,
AKN,Akbarnagar,,,none,NONE,UNMATCHED,,,
UREN,Uren,,,none,NONE,UNMATCHED,,,
SRY,Sirari,,,none,NONE,UNMATCHED,,,
SHK,Sheikhpura,,,none,NONE,UNMATCHED,,,
KSC,Kashi Chak,,,none,NONE,UNMATCHED,,,
WRS,Warisaliganj,,,none,NONE,UNMATCHED,,,
TIA,Tilaiya,,,none,NONE,UNMATCHED,,,
WZJ,Wazerganj,,,none,NONE,UNMATCHED,,,
CNS,Chuchura,,,none,NONE,UNMATCHED,,,
BSAE,Bansh Baria,,,none,NONE,UNMATCHED,,,
TBAE,Tribeni,,,none,NONE,UNMATCHED,,,
KJU,Kuntighat,,,none,NONE,UNMATCHED,,,
DMLE,Dumurdaha,,,none,NONE,UNMATCHED,,,
KMAE,Khamargachhi,,,none,NONE,UNMATCHED,,,
JIT,Jirat,,,none,NONE,UNMATCHED,,,
BGAE,Bala Garh,,,none,NONE,UNMATCHED,,,
SOAE,Somra Bazar,,,none,NONE,UNMATCHED,,,
BHLA,Behula,,,none,NONE,UNMATCHED,,,
GPAE,Guptipara,,,none,NONE,UNMATCHED,,,
ABKA,Ambika Kalna,,,none,NONE,UNMATCHED,,,
BGRA,Baghnapara,,,none,NONE,UNMATCHED,,,
DTAE,Dhatri Gram,,,none,NONE,UNMATCHED,,,
SMAE,Samudra Garh,,,none,NONE,UNMATCHED,,,
PSAE,Purba Sthali,,,none,NONE,UNMATCHED,,,
SALE,Salar,,,none,NONE,UNMATCHED,,,
BZLE,Bazarasu,,,none,NONE,UNMATCHED,,,
KGLE,Khagraghat R,,,none,NONE,UNMATCHED,,,
LCAE,Lalbagh Cour,,,none,NONE,UNMATCHED,,,
ACLE,Azimganj  Ci,,,none,NONE,UNMATCHED,,,
MPLR,Mahipal Road,,,none,NONE,UNMATCHED,,,
MGLE,Manigram,,,none,NONE,UNMATCHED,,,
GALE,Gankar,Kagankarai,node/5614640588,fuzzy_name,MEDIUM,MATCHED,12.4101735,78.5085185,Q63355415
JRLE,Jangipur Roa,,,none,NONE,UNMATCHED,,,
AHN,Ahiran H,,,none,NONE,UNMATCHED,,,
SPLE,Sujnipara,,,none,NONE,UNMATCHED,,,
NILE,Nimtita,,,none,NONE,UNMATCHED,,,
BDBP,Basudebpur H,,,none,NONE,UNMATCHED,,,
DGLE,Dhulian Gang,,,none,NONE,UNMATCHED,,,
SXP,Sankopara H,,,none,NONE,UNMATCHED,,,
CMX,Chamagram,,,none,NONE,UNMATCHED,,,
KTJ,Khaltipur,,,none,NONE,UNMATCHED,,,
JMQ,Jamirghata,,,none,NONE,UNMATCHED,,,
GZM,Gour Malda,,,none,NONE,UNMATCHED,,,
SM,Samsi,,,none,NONE,UNMATCHED,,,
BKRD,Bhaluka Road,,,none,NONE,UNMATCHED,,,
KDPR,Kumedpur,,,none,NONE,UNMATCHED,,,
LAV,Labha,,,none,NONE,UNMATCHED,,,
GRH,Ghorasahan,,,none,NONE,UNMATCHED,,,
KAN,Khana Jn.,,,none,NONE,UNMATCHED,,,
MUW,Mathura Pur,Mathur,node/5303165678,fuzzy_name,MEDIUM,MATCHED,11.3185214,79.2061625,Q63356197
TWG,Twining Ganj,,,none,NONE,UNMATCHED,,,
CSA,Chausa,,,none,NONE,UNMATCHED,,,
BWH,Bhadaura,,,none,NONE,UNMATCHED,,,
DHA,Dheena,,,none,NONE,UNMATCHED,,,
SLD,Sakaldiha,,,none,NONE,UNMATCHED,,,
KCA,Kuchman,,,none,NONE,UNMATCHED,,,
VYN,Vyasanagar,,,none,NONE,UNMATCHED,,,
BRPT,Birapatti,,,none,NONE,UNMATCHED,,,
PDRD,Pindra Road,,,none,NONE,UNMATCHED,,,
SIQ,Sarkoni,,,none,NONE,UNMATCHED,,,
SKN,Sri Krishna,,,none,NONE,UNMATCHED,,,
HRPG,Harpalganj,,,none,NONE,UNMATCHED,,,
KEPR,Koiripur,,,none,NONE,UNMATCHED,,,
LBA,Lambhua,,,none,NONE,UNMATCHED,,,
SHNG,Shivnagar,,,none,NONE,UNMATCHED,,,
AKJ,Akbar Ganj,,,none,NONE,UNMATCHED,,,
HGH,Haidergarh,,,none,NONE,UNMATCHED,,,
AMG,Alam Nagar,,,none,NONE,UNMATCHED,,,
AO,Aonla,,,none,NONE,UNMATCHED,,,
CH,Chandausi Jn,,,none,NONE,UNMATCHED,,,
RJK,Raja-Ka-Saha,,,none,NONE,UNMATCHED,,,
GVG,Mandi Gobind,,,none,NONE,UNMATCHED,,,
DDL,Dhandari Kal,,,none,NONE,UNMATCHED,,,
SOP,Shiupur,,,none,NONE,UNMATCHED,,,
SURI,Siuri,,,none,NONE,UNMATCHED,,,
EKI,Eklakhi,,,none,NONE,UNMATCHED,,,
GZO,Gazole,,,none,NONE,UNMATCHED,,,
BNDP,Buniyadpur,,,none,NONE,UNMATCHED,,,
GRMP,Gangarampur,,,none,NONE,UNMATCHED,,,
BLGT,Balurghat,,,none,NONE,UNMATCHED,,,
