station_code,ogd_name,osm_name,osm_id,match_method,match_confidence,match_status,lat,lon,wikidata
ABD,Ambli Road,,,none,NONE,UNMATCHED,,,
SAU,Sanand,,,none,NONE,UNMATCHED,,,
CE,Chharodi,,,none,NONE,UNMATCHED,,,
JKA,Jakhvada,,,none,NONE,UNMATCHED,,,
GOP,Gop Jam,,,none,NONE,UNMATCHED,,,
BNVD,Bhanvad,,,none,NONE,UNMATCHED,,,
SKR,Sakhpur,,,none,NONE,UNMATCHED,,,
RWO,Ranavav,,,none,NONE,UNMATCHED,,,
CPN,Champaner Ro,,,none,NONE,UNMATCHED,,,
KRSA,Kharsaliya,,,none,NONE,UNMATCHED,,,
MAM,Mangalmaudi,,,none,NONE,UNMATCHED,,,
BIO,Bordi,,,none,NONE,UNMATCHED,,,
ANAS,Anas,Papanasam,node/5300821196,fuzzy_name,MEDIUM,MATCHED,10.9232734,79.2689297,Q63356875
PCN,Punch Piplia,,,none,NONE,UNMATCHED,,,
AGR,Amargarh,,,none,NONE,UNMATCHED,,,
BOG,Bhairongarh,,,none,NONE,UNMATCHED,,,
RTI,Raoti,,,none,NONE,UNMATCHED,,,
BILD,Bildi,,,none,NONE,UNMATCHED,,,
MRN,Morwani,,,none,NONE,UNMATCHED,,,
BOD,Bangrod,,,none,NONE,UNMATCHED,,,
RNH,Runkhera,,,none,NONE,UNMATCHED,,,
LNR,Lun Richha,,,none,NONE,UNMATCHED,,,
THUR,Thuria,,,none,NONE,UNMATCHED,,,
JHW,Jhalawar Roa,,,none,NONE,UNMATCHED,,,
GQL,Gurla,,,none,NONE,UNMATCHED,,,
KPTN,Keshorai Pat,,,none,NONE,UNMATCHED,,,
KPZ,Kapren,,,none,NONE,UNMATCHED,,,
MLZ,Malarna,,,none,NONE,UNMATCHED,,,
FSP,Fatehsinghpu,,,none,NONE,UNMATCHED,,,
VGN,Vangaon,,,none,NONE,UNMATCHED,,,
KTKL,Kotli Kalan,,,none,NONE,UNMATCHED,,,
ISM,Ismaila Hary,,,none,NONE,UNMATCHED,,,
MGLP,Mangolpuri,,,none,NONE,UNMATCHED,,,
NDN,Nardana,,,none,NONE,UNMATCHED,,,
DGI,Dungri,,,none,NONE,UNMATCHED,,,
BJW,Bajva,,,none,NONE,UNMATCHED,,,
RNO,Ranoli,,,none,NONE,UNMATCHED,,,
RBS,Rupbas,,,none,NONE,UNMATCHED,,,
FTS,Fatehpur-Sik,,,none,NONE,UNMATCHED,,,
KLB,Kiraoli,,,none,NONE,UNMATCHED,,,
BPU,Bhaupur,,,none,NONE,UNMATCHED,,,
SNC,Swami Naraya,,,none,NONE,UNMATCHED,,,
SSDT,Shamshabad T,,,none,NONE,UNMATCHED,,,
GHSR,Ghasara Halt,,,none,NONE,UNMATCHED,,,
PJY,Parjani  Hal,,,none,NONE,UNMATCHED,,,
RMW,Roshan Mau H,,,none,NONE,UNMATCHED,,,
BDWL,Biradhwal,,,none,NONE,UNMATCHED,,,
CVR,Chorvad,,,none,NONE,UNMATCHED,,,
BAH,Bhabhar,,,none,NONE,UNMATCHED,,,
VRX,Varahi,,,none,NONE,UNMATCHED,,,
PFL,Piprala,,,none,NONE,UNMATCHED,,,
PDF,Padampur,,,none,NONE,UNMATCHED,,,
COE,Chitrod,,,none,NONE,UNMATCHED,,,
LKZ,Lakdiya,,,none,NONE,UNMATCHED,,,
BMSB,Bhimasar,,,none,NONE,UNMATCHED,,,
VJP,Vijaypur,,,none,NONE,UNMATCHED,,,
PIA,Pipraigaon,,,none,NONE,UNMATCHED,,,
LTR,Lakhtar,,,none,NONE,UNMATCHED,,,
MOL,Moliroad,,,none,NONE,UNMATCHED,,,
DL,Daladi,,,none,NONE,UNMATCHED,,,
PDH,Padadhari,,,none,NONE,UNMATCHED,,,
PPR,Pipar Road J,,,none,NONE,UNMATCHED,,,
SQR,Sultanpur Lo,,,none,NONE,UNMATCHED,,,
RCF,Rail Coach F,,,none,NONE,UNMATCHED,,,
KXH,Kapurthala,,,none,NONE,UNMATCHED,,,
BPRS,Bhogpur Sirw,,,none,NONE,UNMATCHED,,,
MRTL,Mirthal,,,none,NONE,UNMATCHED,,,
BHTA,Bhatia,,,none,NONE,UNMATCHED,,,
MTHP,Mithapur,,,none,NONE,UNMATCHED,,,
PUO,Pir Umrod,,,none,NONE,UNMATCHED,,,
KONY,Kisoni,,,none,NONE,UNMATCHED,,,
BLX,Bolai,,,none,NONE,UNMATCHED,,,
JBX,Jabri,,,none,NONE,UNMATCHED,,,
KHDB,Khodiyar,,,none,NONE,UNMATCHED,,,
DJI,Dhoraji,,,none,NONE,UNMATCHED,,,
BHY,Bhayavadar,,,none,NONE,UNMATCHED,,,
PLM,Paneli Moti,,,none,NONE,UNMATCHED,,,
WAB,Balwa,,,none,NONE,UNMATCHED,,,
NDT,Nathdwara,,,none,NONE,UNMATCHED,,,
NJT,Nagercoil To,,,none,NONE,UNMATCHED,,,
MDJN,Madar Jn,,,none,NONE,UNMATCHED,,,
CKD,Charkhi Dadr,,,none,NONE,UNMATCHED,,,
KURJ,Khajauraho,,,none,NONE,UNMATCHED,,,
SRPJ,Swarupganj,,,none,NONE,UNMATCHED,,,
NANA,Nana,,,none,NONE,UNMATCHED,,,
MOI,Mori Bera,,,none,NONE,UNMATCHED,,,
JAL,Jawali,,,none,NONE,UNMATCHED,,,
HDA,Hirnoda,,,none,NONE,UNMATCHED,,,
TL,Tiloniya,,,none,NONE,UNMATCHED,,,
BDW,Bandanwara,,,none,NONE,UNMATCHED,,,
JHJ,Jhejhar,,,none,NONE,UNMATCHED,,,
KLE,Kaithal,,,none,NONE,UNMATCHED,,,
SNGN,Sanganer,,,none,NONE,UNMATCHED,,,
GPI,Gajapati Nag,,,none,NONE,UNMATCHED,,,
SAC,Sanichara,,,none,NONE,UNMATCHED,,,
MLAR,Malanpur,,,none,NONE,UNMATCHED,,,
GOA,Gohad Road H,,,none,NONE,UNMATCHED,,,
SONI,Soni,,,none,NONE,UNMATCHED,,,
BBTR,Barbatpur,,,none,NONE,UNMATCHED,,,
KSWR,Kalmeshwar,,,none,NONE,UNMATCHED,,,
HGL,Harangul,,,none,NONE,UNMATCHED,,,
TKMG,Tikamgarh,,,none,NONE,UNMATCHED,,,
MCSC,Maharaja Chh,,,none,NONE,UNMATCHED,,,
UKA,Ukhra,,,none,NONE,UNMATCHED,,,
DUJ,Dubrajpur,,,none,NONE,UNMATCHED,,,
RMB,Rampura Beri,,,none,NONE,UNMATCHED,,,
AUNG,Aung,,,none,NONE,UNMATCHED,,,
SSL,Sirsaul,,,none,NONE,UNMATCHED,,,
API,Akkaraippatt,,,none,NONE,UNMATCHED,,,
ODC,Oddanchatram,,,none,NONE,UNMATCHED,,,
CHPT,Chatrappatti,,,none,NONE,UNMATCHED,,,
HISE,Hirisave,,,none,NONE,UNMATCHED,,,
GII,Gidhni,,,none,NONE,UNMATCHED,,,
DVM,Dalbhumgarh,,,none,NONE,UNMATCHED,,,
NASP,Narasingapal,,,none,NONE,UNMATCHED,,,
GUG,Garjaipur,,,none,NONE,UNMATCHED,,,
DSPN,Deshapran Ph,,,none,NONE,UNMATCHED,,,
PIT,Palitana,,,none,NONE,UNMATCHED,,,
WTJ,Jamwanthali,,,none,NONE,UNMATCHED,,,
ALB,Aliyavada,,,none,NONE,UNMATCHED,,,
KNLS,Kanalus,,,none,NONE,UNMATCHED,,,
ANPR,Anpara,,,none,NONE,UNMATCHED,,,
KRSL,Krishnashila,,,none,NONE,UNMATCHED,,,
SKTN,Shaktinagar,,,none,NONE,UNMATCHED,,,
SNX,Saneh Road,,,none,NONE,UNMATCHED,,,
SMPA,Shyampura,,,none,NONE,UNMATCHED,,,
BLN,Ballygunge J,,,none,NONE,UNMATCHED,,,
LKF,Lake Gardens,,,none,NONE,UNMATCHED,,,
TLG,Tolly Ganj,,,none,NONE,UNMATCHED,,,
NACC,New Alipur (,,,none,NONE,UNMATCHED,,,
MJT,Majerhat,,,none,NONE,UNMATCHED,,,
RMTR,Remount Road,,,none,NONE,UNMATCHED,,,
KIRP,Khidirpur,,,none,NONE,UNMATCHED,,,
PPGT,Princep Ghat,,,none,NONE,UNMATCHED,,,
EDG,Eden Gardens,,,none,NONE,UNMATCHED,,,
BBDB,Benoy Badal,,,none,NONE,UNMATCHED,,,
BZB,Barra Bazar,,,none,NONE,UNMATCHED,,,
SOLA,Sovabazar-Ah,,,none,NONE,UNMATCHED,,,
BBR,Bagh Bazar,,,none,NONE,UNMATCHED,,,
TALA,Talla,,,none,NONE,UNMATCHED,,,
PTKR,Patipukur,,,none,NONE,UNMATCHED,,,
DDJ,Dum Dum Jn.,,,none,NONE,UNMATCHED,,,
BLH,Belgharia,,,none,NONE,UNMATCHED,,,
AGP,Agarpara,,,none,NONE,UNMATCHED,,,
SEP,Sodpur,,,none,NONE,UNMATCHED,,,
KDH,Khardaha,,,none,NONE,UNMATCHED,,,
TGH,Tita Garh,,,none,NONE,UNMATCHED,,,
PTF,Palta,,,none,NONE,UNMATCHED,,,
IP,Ichhapur,,,none,NONE,UNMATCHED,,,
SNR,Shyam Nagar,,,none,NONE,UNMATCHED,,,
JGDL,Jagadal,,,none,NONE,UNMATCHED,,,
KNR,Kankinara,,,none,NONE,UNMATCHED,,,
KLYM,Kalyani Sima,,,none,NONE,UNMATCHED,,,
KLYG,Kalyani Ghos,,,none,NONE,UNMATCHED,,,
KLYS,Kalyani Silp,,,none,NONE,UNMATCHED,,,
KYI,Kalyani Jn.,,,none,NONE,UNMATCHED,,,
KPA,Kanchrapara,,,none,NONE,UNMATCHED,,,
HLR,Halisahar,,,none,NONE,UNMATCHED,,,
MPJ,Madanpur,,,none,NONE,UNMATCHED,,,
SMX,Simurali,,,none,NONE,UNMATCHED,,,
PXR,Palpara,,,none,NONE,UNMATCHED,,,
CDH,Chakdaha,,,none,NONE,UNMATCHED,,,
PDX,Payra Danga,,,none,NONE,UNMATCHED,,,
HRSR,Harish Nagar,,,none,NONE,UNMATCHED,,,
BPN,Banpur,,,none,NONE,UNMATCHED,,,
MIJ,Majhdia,,,none,NONE,UNMATCHED,,,
TNX,Tarak Nagar,,,none,NONE,UNMATCHED,,,
MYHT,Mayurhat,,,none,NONE,UNMATCHED,,,
BGL,Bagula,,,none,NONE,UNMATCHED,,,
BHNA,Bhaina H,,,none,NONE,UNMATCHED,,,
BHGH,Bahirgachhi,,,none,NONE,UNMATCHED,,,
AG,Aranghata,,,none,NONE,UNMATCHED,,,
PNCB,Panchbheria,,,none,NONE,UNMATCHED,,,
BNKA,Bankimnagar,,,none,NONE,UNMATCHED,,,
KLNP,Kalinarayanp,,,none,NONE,UNMATCHED,,,
BIJ,Birnagar,,,none,NONE,UNMATCHED,,,
THP,Taherpur,,,none,NONE,UNMATCHED,,,
BDZ,Badkulla,,,none,NONE,UNMATCHED,,,
SGBA,Sir Gurudas,,,none,NONE,UNMATCHED,,,
PQS,Park Circus,,,none,NONE,UNMATCHED,,,
DDC,Dumdum Canto,,,none,NONE,UNMATCHED,,,
DGNR,Durganagar,,,none,NONE,UNMATCHED,,,
BBT,Birati,,,none,NONE,UNMATCHED,,,
BRPK,Bisharpara-K,,,none,NONE,UNMATCHED,,,
NBE,New Barrackp,,,none,NONE,UNMATCHED,,,
MMG,Madhyam Gram,,,none,NONE,UNMATCHED,,,
HHR,Hridaypur,,,none,NONE,UNMATCHED,,,
BT,Barasat Jn.,,,none,NONE,UNMATCHED,,,
DTK,Dattapukur,,,none,NONE,UNMATCHED,,,
BMG,Bamangachhi,,,none,NONE,UNMATCHED,,,
KZPR,Kazipara  Ha,,,none,NONE,UNMATCHED,,,
KBGH,Karea Kadamb,,,none,NONE,UNMATCHED,,,
BHKA,Bahira Kalib,,,none,NONE,UNMATCHED,,,
SXC,Sondalia,,,none,NONE,UNMATCHED,,,
BGRD,Beliaghata R,,,none,NONE,UNMATCHED,,,
LBTL,Lebutala,,,none,NONE,UNMATCHED,,,
BSLA,Bhasila,,,none,NONE,UNMATCHED,,,
HRO,Harua Road,,,none,NONE,UNMATCHED,,,
KMZA,Kankra Mirza,,,none,NONE,UNMATCHED,,,
MPE,Malati Pur,,,none,NONE,UNMATCHED,,,
GGV,Ghovarash Gh,,,none,NONE,UNMATCHED,,,
CQR,Champapukur,,,none,NONE,UNMATCHED,,,
BBLA,Bhyabla,,,none,NONE,UNMATCHED,,,
BSHT,Basirhat,,,none,NONE,UNMATCHED,,,
MPN,Madhyampur,,,none,NONE,UNMATCHED,,,
NMDR,Nimdanri,,,none,NONE,UNMATCHED,,,
TKF,Taki Road,,,none,NONE,UNMATCHED,,,
HNB,Hasanabad,,,none,NONE,UNMATCHED,,,
BIRA,Bira,Pattabiram Military Siding,node/262308384,fuzzy_name,MEDIUM,MATCHED,13.1373759,80.0601177,Q63369351
GUMA,Guma,,,none,NONE,UNMATCHED,,,
ASKR,Ashoknagar R,,,none,NONE,UNMATCHED,,,
HB,Habra,,,none,NONE,UNMATCHED,,,
BNJ,Bangaon Jn.,,,none,NONE,UNMATCHED,,,
CDP,Chandpara,,,none,NONE,UNMATCHED,,,
TKNR,Thakurnagar,,,none,NONE,UNMATCHED,,,
GBG,Gobardanga,,,none,NONE,UNMATCHED,,,
MSL,Machhalandap,,,none,NONE,UNMATCHED,,,
BNAA,Bibhuti Bhus,,,none,NONE,UNMATCHED,,,
SNHT,Sanhati,,,none,NONE,UNMATCHED,,,
CHT,Champahati,,,none,NONE,UNMATCHED,,,
KLKR,Kalikapur,,,none,NONE,UNMATCHED,,,
BDYP,Bidyadharpur,,,none,NONE,UNMATCHED,,,
SPR,Sonarpur Jn.,,,none,NONE,UNMATCHED,,,
NRPR,Narendrapur,,,none,NONE,UNMATCHED,,,
GIA,Garia,,,none,NONE,UNMATCHED,,,
BGJT,.Baghajatin,,,none,NONE,UNMATCHED,,,
JDP,Jadabpur,,,none,NONE,UNMATCHED,,,
DHK,Dhakuria,,,none,NONE,UNMATCHED,,,
PLF,Piali,,,none,NONE,UNMATCHED,,,
GQD,Gourdaha (Ha,,,none,NONE,UNMATCHED,,,
GOF,Ghutiari Sha,,,none,NONE,UNMATCHED,,,
SBGR,Subhasgram,,,none,NONE,UNMATCHED,,,
MAK,Mallikpur,,,none,NONE,UNMATCHED,,,
BRP,Baruipur Jn.,,,none,NONE,UNMATCHED,,,
LKPR,Lakshmikanta,,,none,NONE,UNMATCHED,,,
MDBP,Madhabpur,,,none,NONE,UNMATCHED,,,
MPRD,Mathurapur R,Mathur,node/5303165678,fuzzy_name,MEDIUM,MATCHED,11.3185214,79.2061625,Q63356197
JNM,Jaynagar Maj,,,none,NONE,UNMATCHED,,,
BARU,Baharu F,,,none,NONE,UNMATCHED,,,
DBT,Dakshin Bara,,,none,NONE,UNMATCHED,,,
HGA,Hoglahalt E,,,none,NONE,UNMATCHED,,,
GCN,Gocharan,,,none,NONE,UNMATCHED,,,
SJPR,Surjyapur,,,none,NONE,UNMATCHED,,,
DPDP,Dhapdhapi,,,none,NONE,UNMATCHED,,,
KRXM,Krishnamohan,,,none,NONE,UNMATCHED,,,
SSRD,Shasan Road,,,none,NONE,UNMATCHED,,,
BGB,Budge Budge,,,none,NONE,UNMATCHED,,,
NAI,Nangi,,,none,NONE,UNMATCHED,,,
AKRA,Akra,,,none,NONE,UNMATCHED,,,
SSP,Santosh Pur,,,none,NONE,UNMATCHED,,,
BRJ,Brace Bridge,,,none,NONE,UNMATCHED,,,
GFAE,Garifa,,,none,NONE,UNMATCHED,,,
HYG,Hooghly Ghat,,,none,NONE,UNMATCHED,,,
KLNT,Kalinagar,,,none,NONE,UNMATCHED,,,
VSPR,Bisnupriya H,,,none,NONE,UNMATCHED,,,
BFZ,Bhandartikur,,,none,NONE,UNMATCHED,,,
MTFA,Mertala Phal,,,none,NONE,UNMATCHED,,,
LKX,Lakshmipur,,,none,NONE,UNMATCHED,,,
BQY,Belerhat,,,none,NONE,UNMATCHED,,,
PTAE,Patuli,,,none,NONE,UNMATCHED,,,
AGAE,Agradwip,,,none,NONE,UNMATCHED,,,
DHAE,Dainhat,,,none,NONE,UNMATCHED,,,
SHBA,Sahebtala  H,,,none,NONE,UNMATCHED,,,
ADST,Adi Saptagra,,,none,NONE,UNMATCHED,,,
MUG,Magra,,,none,NONE,UNMATCHED,,,
TLO,Talandu,,,none,NONE,UNMATCHED,,,
KHN,Khanyan,,,none,NONE,UNMATCHED,,,
PDA,Pundooah,,,none,NONE,UNMATCHED,,,
SLG,Simlagarh,,,none,NONE,UNMATCHED,,,
BCGM,Bainchi Gram,,,none,NONE,UNMATCHED,,,
BOI,Bainchi,,,none,NONE,UNMATCHED,,,
DBP,Debipur,,,none,NONE,UNMATCHED,,,
BGF,Bagila,,,none,NONE,UNMATCHED,,,
MYM,Memari,,,none,NONE,UNMATCHED,,,
NMF,Nimo,,,none,NONE,UNMATCHED,,,
RSLR,Rasulpur,,,none,NONE,UNMATCHED,,,
PLAE,Palsit,,,none,NONE,UNMATCHED,,,
SKG,Sakti Garh J,,,none,NONE,UNMATCHED,,,
GRP,Gangpur,,,none,NONE,UNMATCHED,,,
KGK,Kankurgachhi,,,none,NONE,UNMATCHED,,,
HBE,Habibpur,,,none,NONE,UNMATCHED,,,
FLU,Phulia,,,none,NONE,UNMATCHED,,,
BTKB,Bathna Kritt,,,none,NONE,UNMATCHED,,,
STB,Shantipur Jn,,,none,NONE,UNMATCHED,,,
JKL,Jalalkhali H,,,none,NONE,UNMATCHED,,,
BPD,Bahadurpur,,,none,NONE,UNMATCHED,,,
DHU,Dhubulia,,,none,NONE,UNMATCHED,,,
MGM,Muragachha,,,none,NONE,UNMATCHED,,,
SVH,Sonadanga,,,none,NONE,UNMATCHED,,,
PCX,Pagla Chandi,,,none,NONE,UNMATCHED,,,
BFT,Bhabta,,,none,NONE,UNMATCHED,,,
SGV,Sargachni,,,none,NONE,UNMATCHED,,,
KRP,Krishnapur,,,none,NONE,UNMATCHED,,,
SRJN,Sirajnagar,,,none,NONE,UNMATCHED,,,
NBPH,New Balrampu,,,none,NONE,UNMATCHED,,,
SBNM,Subarnamrigi,,,none,NONE,UNMATCHED,,,
PRTL,Pirtala,,,none,NONE,UNMATCHED,,,
BARN,Baranagar Ro,,,none,NONE,UNMATCHED,,,
BLYG,Bally Ghat,,,none,NONE,UNMATCHED,,,
BLYH,Bally Halt,,,none,NONE,UNMATCHED,,,
RCD,Rajchandrapu,,,none,NONE,UNMATCHED,,,
DKAE,Dankuni Jn.,,,none,NONE,UNMATCHED,,,
GBRA,Gobra,,,none,NONE,UNMATCHED,,,
JOX,Janai Road,,,none,NONE,UNMATCHED,,,
BPAE,Begampur,,,none,NONE,UNMATCHED,,,
BRPA,Barui Para,,,none,NONE,UNMATCHED,,,
CG,Canning,,,none,NONE,UNMATCHED,,,
TLX,Taldi,,,none,NONE,UNMATCHED,,,
BTPG,Betheria Gho,,,none,NONE,UNMATCHED,,,
NBRN,Naba Raynaga,,,none,NONE,UNMATCHED,,,
GGP,Gangnapur,,,none,NONE,UNMATCHED,,,
MAJ,Majhergram,,,none,NONE,UNMATCHED,,,
AKIP,Akaipur H,,,none,NONE,UNMATCHED,,,
GN,Gopal Nagar,,,none,NONE,UNMATCHED,,,
STBB,Satberiahalt,,,none,NONE,UNMATCHED,,,
CPHT,Coopers Halt,,,none,NONE,UNMATCHED,,,
URP,Udairampur,,,none,NONE,UNMATCHED,,,
KLW,Kulpi-Flag,,,none,NONE,UNMATCHED,,,
KNJI,Karanjali,,,none,NONE,UNMATCHED,,,
NCP,Nischindapur,,,none,NONE,UNMATCHED,,,
KHGR,Kashinagar-H,,,none,NONE,UNMATCHED,,,
KWDP,Kwakdwip,,,none,NONE,UNMATCHED,,,
NMKA,Namkhana,,,none,NONE,UNMATCHED,,,
DH,Diamond Harb,,,none,NONE,UNMATCHED,,,
BSD,Basuldanga,,,none,NONE,UNMATCHED,,,
NTA,Netra,,,none,NONE,UNMATCHED,,,
D,Deula,,,none,NONE,UNMATCHED,,,
MGT,Magrahat,,,none,NONE,UNMATCHED,,,
HT,Hotar,,,none,NONE,UNMATCHED,,,
DKDP,Dakshin Durg,,,none,NONE,UNMATCHED,,,
KYP,Kalyanpur,,,none,NONE,UNMATCHED,,,
DMU,Dhamua,,,none,NONE,UNMATCHED,,,
UTN,Uttar Radhan,,,none,NONE,UNMATCHED,,,
GURN,Gurudas Naga,,,none,NONE,UNMATCHED,,,
SNU,Sangrampur,,,none,NONE,UNMATCHED,,,
BHPA,Bahirpuya Ha,,,none,NONE,UNMATCHED,,,
KMRA,Kamnara,,,none,NONE,UNMATCHED,,,
KSHT,Khetia,,,none,NONE,UNMATCHED,,,
CMDG,Chamardighi,,,none,NONE,UNMATCHED,,,
KJRA,Karjana,,,none,NONE,UNMATCHED,,,
KJRM,Karjana Gram,,,none,NONE,UNMATCHED,,,
ARNB,Amarun,,,none,NONE,UNMATCHED,,,
BTRH,Bhatar,,,none,NONE,UNMATCHED,,,
BGNA,Balgona,,,none,NONE,UNMATCHED,,,
SOF,Saota,,,none,NONE,UNMATCHED,,,
NGX,Negun,,,none,NONE,UNMATCHED,,,
KCY,Kaichar,,,none,NONE,UNMATCHED,,,
BCF,Bankapasi,,,none,NONE,UNMATCHED,,,
SIZ,Shrikhanda,,,none,NONE,UNMATCHED,,,
SPS,Shripat Shri,,,none,NONE,UNMATCHED,,,
LLH,Liluah,,,none,NONE,UNMATCHED,,,
BEQ,Belur,,,none,NONE,UNMATCHED,,,
BZL,Bela Nagar,,,none,NONE,UNMATCHED,,,
MBE,Mirzapur Ban,,,none,NONE,UNMATCHED,,,
BLAE,Balarambati,,,none,NONE,UNMATCHED,,,
MDSE,Madhusudanpu,,,none,NONE,UNMATCHED,,,
CDAE,Chandanpur,,,none,NONE,UNMATCHED,,,
PBZ,Pora Bazar,,,none,NONE,UNMATCHED,,,
BMAE,Belmuri,,,none,NONE,UNMATCHED,,,
HIH,Hajigarh,,,none,NONE,UNMATCHED,,,
GRAE,Gurap,,,none,NONE,UNMATCHED,,,
JPQ,Jhapandanga,,,none,NONE,UNMATCHED,,,
JRAE,Jaugram,,,none,NONE,UNMATCHED,,,
NBAE,Nabagram,,,none,NONE,UNMATCHED,,,
MSAE,Masagram,,,none,NONE,UNMATCHED,,,
SHBC,Sibaichandi,,,none,NONE,UNMATCHED,,,
DNHL,Dhanioiakhal,,,none,NONE,UNMATCHED,,,
CHC,Chanchai,,,none,NONE,UNMATCHED,,,
PRAE,Palla Road,,,none,NONE,UNMATCHED,,,
CRAE,Cheragram Bh,,,none,NONE,UNMATCHED,,,
BLY,Bally,,,none,NONE,UNMATCHED,,,
UPA,Uttarpara,,,none,NONE,UNMATCHED,,,
HMZ,Hindmotor,,,none,NONE,UNMATCHED,,,
KOG,Konnagar,,,none,NONE,UNMATCHED,,,
RIS,Rishra,,,none,NONE,UNMATCHED,,,
BRMH,Belurmath,,,none,NONE,UNMATCHED,,,
BBAE,Baidyabati,,,none,NONE,UNMATCHED,,,
BHR,Bhadreshwar,,,none,NONE,UNMATCHED,,,
MUU,Mankundu,,,none,NONE,UNMATCHED,,,
HGY,Hooghly,,,none,NONE,UNMATCHED,,,
DEA,Diara,,,none,NONE,UNMATCHED,,,
NSF,Nasibpur,,,none,NONE,UNMATCHED,,,
SIU,Singur,,,none,NONE,UNMATCHED,,,
KQLS,Kamarkundu H,,,none,NONE,UNMATCHED,,,
NKL,Nalikul,,,none,NONE,UNMATCHED,,,
MLYA,Maliya,,,none,NONE,UNMATCHED,,,
HPL,Hari Pal,,,none,NONE,UNMATCHED,,,
KKAE,Kaikala,,,none,NONE,UNMATCHED,,,
BAHW,Bahir Khanda,,,none,NONE,UNMATCHED,,,
LOK,Loknath,,,none,NONE,UNMATCHED,,,
TAK,Tarakeshwar,,,none,NONE,UNMATCHED,,,
MAYP,Mayapur,,,none,NONE,UNMATCHED,,,
AMBG,Arambag,,,none,NONE,UNMATCHED,,,
TLPH,Talpur,,,none,NONE,UNMATCHED,,,
TKPH,Takipur Halt,,,none,NONE,UNMATCHED,,,
PDPK,Padmapukur,,,none,NONE,UNMATCHED,,,
TPKR,Tikiapara,,,none,NONE,UNMATCHED,,,
DSNR,Dashnagar,,,none,NONE,UNMATCHED,,,
RMJ,Ramrajatala,,,none,NONE,UNMATCHED,,,
MRGM,Maurigram,,,none,NONE,UNMATCHED,,,
SEL,Sankrail,,,none,NONE,UNMATCHED,,,
ABB,Abada,,,none,NONE,UNMATCHED,,,
NALR,Nalpur,,,none,NONE,UNMATCHED,,,
BVA,Bauria Jn,,,none,NONE,UNMATCHED,,,
CGA,Chengel,,,none,NONE,UNMATCHED,,,
FLR,Fuleswar,,,none,NONE,UNMATCHED,,,
BSBP,Birshibpur,,,none,NONE,UNMATCHED,,,
KGY,Kulgachia,,,none,NONE,UNMATCHED,,,
GGTA,Ghoraghata,,,none,NONE,UNMATCHED,,,
DTE,Deulti,,,none,NONE,UNMATCHED,,,
KIG,Kolaghat,,,none,NONE,UNMATCHED,,,
NDGJ,Nandaigajan,,,none,NONE,UNMATCHED,,,
BOP,Bhogpur,,,none,NONE,UNMATCHED,,,
NPMR,Narayan Paku,,,none,NONE,UNMATCHED,,,
RGX,Raghunathbar,,,none,NONE,UNMATCHED,,,
RGA,Rajagoda,,,none,NONE,UNMATCHED,,,
SMTG,Sahid Matang,,,none,NONE,UNMATCHED,,,
KSBP,Keshabpur,,,none,NONE,UNMATCHED,,,
SSPH,Satish Saman,,,none,NONE,UNMATCHED,,,
MSDL,Mahisadal,,,none,NONE,UNMATCHED,,,
BRDB,Barda,,,none,NONE,UNMATCHED,,,
BYSA,Basulya Suta,,,none,NONE,UNMATCHED,,,
DZK,Durgachak,,,none,NONE,UNMATCHED,,,
BAAR,Bandar Ph,,,none,NONE,UNMATCHED,,,
KHAI,Khirai,,,none,NONE,UNMATCHED,,,
HAUR,Haur,,,none,NONE,UNMATCHED,,,
RDU,Radhamohanpu,,,none,NONE,UNMATCHED,,,
DUAN,Duan,,,none,NONE,UNMATCHED,,,
BCK,Balichak,,,none,NONE,UNMATCHED,,,
SMCK,Shyam Chak,,,none,NONE,UNMATCHED,,,
MPD,Madpur,,,none,NONE,UNMATCHED,,,
JPR,Jakpur,,,none,NONE,UNMATCHED,,,
AMZ,Amta,,,none,NONE,UNMATCHED,,,
HDC,Harishdadpur,,,none,NONE,UNMATCHED,,,
JLI,Jalalsi Ph,,,none,NONE,UNMATCHED,,,
MJH,Maju (Ph),,,none,NONE,UNMATCHED,,,
MHLN,Mahendralaln,,,none,NONE,UNMATCHED,,,
MNH,Munsirhat Ph,,,none,NONE,UNMATCHED,,,
PTHL,Pantihal Ph,,,none,NONE,UNMATCHED,,,
BAC,Bargachia,,,none,NONE,UNMATCHED,,,
DKB,Dakshinbari,,,none,NONE,UNMATCHED,,,
DJR,Domjur,,,none,NONE,UNMATCHED,,,
DMJR,Domjur Road,,,none,NONE,UNMATCHED,,,
MDC,Makardaha,,,none,NONE,UNMATCHED,,,
JLBR,Jhaluarbar,,,none,NONE,UNMATCHED,,,
DNI,Dansi Ph,,,none,NONE,UNMATCHED,,,
KONA,Kona Ph,,,none,NONE,UNMATCHED,,,
BKNM,Bankra Nayab,,,none,NONE,UNMATCHED,,,
PWU,Paranur,,,none,NONE,UNMATCHED,,,
RDY,Reddipalaiya,,,none,NONE,UNMATCHED,,,
VB,Villiambakka,,,none,NONE,UNMATCHED,,,
NTT,Nathapettai,,,none,NONE,UNMATCHED,,,
MMCC,Moor Market,,,none,NONE,UNMATCHED,,,
KAVM,Kathivakkam,,,none,NONE,UNMATCHED,,,
ENR,Ennore,,,none,NONE,UNMATCHED,,,
AIPP,Attipattu Pu,,,none,NONE,UNMATCHED,,,
